Transcript.ID,Gene.ID,expression,change,log_change,DMSO_4H_2,THZ1_4H_250nM,log2_fold_4h_250nM,rank
NM_005235,ERBB4,4.6235,4.2965,-0.327,4.721,4.3775,-0.3435,240
NM_005236,ERCC4,6.1565,5.7505,-0.406,9.142,5.346,-3.796,870
NM_005244,EYA2,5.3695,4.973,-0.3965,5.399,5.141,-0.258,577
NM_005268,GJB5,5.4655,5.2925,-0.173,5.206,5.4535,0.2475,614
NM_005298,GPR25,5.0955,4.8355,-0.26,5.794,5.29,-0.504,448
NM_005316,GTF2H1,7.943,5.827,-2.116,9.86,8.0745,-1.7855,1373
NM_005342,HMGB3,9.7125,9.5475,-0.165,10.785,10.065,-0.72,1735
NM_005349,RBPJ,8.732,9.0915,0.3595,10.722,9.9955,-0.7265,1554
NM_005356,LCK,12.4765,11.6965,-0.78,12.345,11.4255,-0.9195,1972
NM_005367,MAGEA12,3.0695,3.501,0.4315,3.935,3.269,-0.666,3
NM_005467,NAALAD2,3.5745,3.795,0.2205,3.913,3.6805,-0.2325,28
NM_005469,ACOT8,8.272,7.762,-0.51,8.288,7.7355,-0.5525,1453
NM_005486,TOM1L1,5.5405,5.6445,0.104,6.667,6.0785,-0.5885,639
NM_005490,SH2D3A,6.901,6.0855,-0.8155,6.318,5.8875,-0.4305,1123
NM_005494,DNAJB6,11.4665,11.922,0.4555,12.008,10.6855,-1.3225,1936
NM_005497,GJC1,10.233,9.0785,-1.1545,10.403,7.4545,-2.9485,1814
NM_005504,BCAT1,6.901,7.331,0.43,11.467,10.9895,-0.4775,1124
NM_005507,CFL1,13.3055,13.562,0.2565,13.123,13.11,-0.013,1989
NM_005521,TLX1,5.425,5.3905,-0.0345,5.523,5.5185,-0.0045,602
NM_005522,HOXA1,8.089,6.4845,-1.6045,7.821,5.178,-2.643,1405
NM_005528,DNAJC4,8.1655,7.964,-0.2015,7.511,7.2605,-0.2505,1420
NM_005539,INPP5A,8.597,6.901,-1.696,8.7,6.7345,-1.9655,1533
NM_005574,LMO2,5.8825,5.619,-0.2635,6.069,5.793,-0.276,772
NM_005587,MEF2A,8.4625,8.0225,-0.44,9.648,7.959,-1.689,1494
NM_005620,S100A11,4.5205,4.286,-0.2345,4.305,4.1385,-0.1665,204
NM_005622,ACSM3,3.841,3.373,-0.468,3.667,3.63,-0.037,56
NM_005639,SYT1,4.6345,4.217,-0.4175,4.444,4.47,0.026,244
NM_005663,WHSC2,7.7165,7.5375,-0.179,8.011,6.5725,-1.4385,1314
NM_005666,CFHR2,3.1005,3.361,0.2605,3.317,3.278,-0.039,4
NM_005707,PDCD7,9.4185,8.8725,-0.546,9.875,6.907,-2.968,1684
NM_005729,PPIF,11.0795,10.943,-0.1365,10.948,9.292,-1.656,1913
NM_005737,ARL4C,11.8685,10.717,-1.1515,10.724,7.2895,-3.4345,1959
NM_005738,ARL4A,8.049,7.7185,-0.3305,8.506,6.057,-2.449,1399
NM_005740,DNAL4,8.1975,7.297,-0.9005,7.99,6.8085,-1.1815,1427
NM_005759,ABI2,9.355,8.933,-0.422,10.475,9.561,-0.914,1676
NM_005778,RBM5,9.995,9.492,-0.503,10.553,7.688,-2.865,1780
NM_005783,TXNDC9,7.8275,7.8455,0.018,9.638,8.466,-1.172,1350
NM_005793,NME6,7.226,6.006,-1.22,7.948,6.58,-1.368,1191
NM_005857,ZMPSTE24,9.808,9.1765,-0.6315,10.966,9.8915,-1.0745,1752
NM_005873,RGS19,10.428,8.874,-1.554,10.297,7.8665,-2.4305,1853
NM_005874,LILRB2,2.8585,3.3815,0.523,3.252,3.538,0.286,1
NM_005877,SF3A1,10.8005,10.797,-0.0035,11.029,10.289,-0.74,1892
NM_005881,BCKDK,7.3355,6.767,-0.5685,7.618,7.206,-0.412,1217
NM_005916,MCM7,13.1185,12.738,-0.3805,13.027,12.4255,-0.6015,1985
NM_005969,NAP1L4,10.054,9.811,-0.243,10.668,9.2575,-1.4105,1789
NM_005975,PTK6,5.1025,5.2555,0.153,5.54,5.145,-0.395,452
NM_006017,PROM1,5.04,4.5665,-0.4735,5.169,4.8055,-0.3635,419
NM_006052,DSCR3,9.814,9.142,-0.672,10.078,8.44,-1.638,1753
NM_006076,AGFG2,7.3095,6.122,-1.1875,6.187,5.893,-0.294,1213
NM_006079,CITED2,7.441,7.7005,0.2595,6.421,4.729,-1.692,1234
NM_006169,NNMT,4.7255,4.517,-0.2085,4.888,4.623,-0.265,285
NM_006242,PPP1R3D,5.2395,4.999,-0.2405,5.557,5.058,-0.499,521
NM_006247,PPP5C,8.115,7.633,-0.482,8.508,7.8305,-0.6775,1410
NM_006255,PRKCH,11.2225,10.818,-0.4045,11.353,10.3445,-1.0085,1922
NM_006277,ITSN2,7.234,7.2465,0.0125,9.036,8.1635,-0.8725,1195
NM_006292,TSG101,10.1605,8.957,-1.2035,10.283,8.7815,-1.5015,1808
NM_006312,NCOR2,9.7805,8.6665,-1.114,9.845,9.147,-0.698,1747
NM_006315,PCGF3,10.4955,9.526,-0.9695,10.008,9,-1.008,1865
NM_006356,ATP5H,10.833,10.688,-0.145,11.175,10.7675,-0.4075,1893
NM_006363,SEC23B,9.444,8.8045,-0.6395,9.594,8.3555,-1.2385,1694
NM_006367,CAP1,10.1655,9.696,-0.4695,10.909,10.0925,-0.8165,1810
NM_006407,ARL6IP5,9.4335,9.211,-0.2225,10.19,9.672,-0.518,1691
NM_006422,AKAP3,5.207,5.171,-0.036,5.404,4.728,-0.676,506
NM_006469,IVNS1ABP,8.936,7.898,-1.038,10.18,6.638,-3.542,1608
NM_006476,ATP5L,12.5835,12.423,-0.1605,13.035,12.457,-0.578,1974
NM_006544,EXOC5,8.1735,8.4055,0.232,11.122,10.5065,-0.6155,1423
NM_006549,CAMKK2,7.0945,6.604,-0.4905,7.47,6.7005,-0.7695,1167
NM_006579,EBP,10.6255,10.086,-0.5395,10.773,9.966,-0.807,1879
NM_006613,GRAP,7.779,6.441,-1.338,7.295,5.5355,-1.7595,1329
NM_006644,HSPH1,8.972,9.128,0.156,12.312,10.981,-1.331,1615
NM_006659,TUBGCP2,7.1595,6.9055,-0.254,7.21,7.0975,-0.1125,1184
NM_006676,USP20,9.421,8.0345,-1.3865,8.203,6.641,-1.562,1686
NM_006682,FGL2,4.813,4.4655,-0.3475,4.517,4.671,0.154,322
NM_006730,DNASE1L1,6.9455,6.0575,-0.888,6.399,5.7215,-0.6775,1131
NM_006744,RBP4,5.1795,4.77,-0.4095,4.507,4.603,0.096,494
NM_006761,YWHAE,8.01,7.8165,-0.1935,8.706,7.7545,-0.9515,1389
NM_006770,MARCO,4.6915,4.459,-0.2325,5.022,4.698,-0.324,272
NM_006814,PSMF1,10.0145,9.7035,-0.311,10.124,9.1715,-0.9525,1785
NM_006816,LMAN2,10.0705,9.9495,-0.121,10.355,9.569,-0.786,1794
NM_006817,ERP29,11.4795,11.3085,-0.171,11.577,10.652,-0.925,1937
NM_006843,SDS,4.6365,4.7635,0.127,4.95,4.672,-0.278,247
NM_006868,RAB31,5.813,5.4975,-0.3155,6.213,6.066,-0.147,745
NM_006892,DNMT3B,7.863,7.8685,0.0055,7.972,7.0015,-0.9705,1355
NM_006917,RXRG,5.125,5.459,0.334,5.616,5.076,-0.54,466
NM_006925,SRSF5,11.248,11.273,0.025,11.378,10.4465,-0.9315,1927
NM_006956,ZNF12,6.6085,6.8255,0.217,9.075,7.348,-1.727,1025
NM_006965,ZNF24,7.8315,7.8155,-0.016,9.996,8.359,-1.637,1351
NM_006981,NR4A3,4.7145,4.946,0.2315,4.59,4.162,-0.428,279
NM_006985,NPIP,8.4315,7.27,-1.1615,8.3,7.0955,-1.2045,1486
NM_007000,UPK1A,5.863,5.5115,-0.3515,5.909,5.4745,-0.4345,763
NM_007041,ATE1,5.2005,5.1165,-0.084,6.06,5.4625,-0.5975,503
NM_007047,BTN3A2,8.562,7.149,-1.413,9.063,7.9195,-1.1435,1520
NM_007050,PTPRT,4.8385,4.739,-0.0995,4.38,5.0175,0.6375,330
NM_007052,NOX1,5.1575,5.0305,-0.127,5.648,5.2905,-0.3575,482
NM_007077,AP4S1,5.882,5.5845,-0.2975,6.602,5.0895,-1.5125,771
NM_007098,CLTCL1,5.938,5.63,-0.308,5.802,5.6875,-0.1145,786
NM_007113,TCHH,5.3845,4.8905,-0.494,5.748,4.903,-0.845,586
NM_007145,ZNF146,8.784,7.8615,-0.9225,11.352,8.7765,-2.5755,1566
NM_007155,ZP3,6.963,6.3225,-0.6405,6.872,6.2265,-0.6455,1134
NM_007160,OR2H2,5.5995,5.394,-0.2055,5.557,5.309,-0.248,659
NM_007192,SUPT16H,9,8.076,-0.924,11.259,10.6705,-0.5885,1619
NM_007197,FZD10,5.1225,4.973,-0.1495,5.46,5.0215,-0.4385,463
NM_007219,RNF24,8.6525,8.2585,-0.394,8.124,6.7815,-1.3425,1541
NM_007247,SYNRG,7.4725,6.3665,-1.106,8.457,6.7355,-1.7215,1242
NM_007267,TMC6,7.3015,6.8695,-0.432,7.498,7.3255,-0.1725,1208
NM_007274,ACOT7,11.2035,10.9265,-0.277,11.464,11.111,-0.353,1921
NM_007275,TUSC2,8.3765,8.1775,-0.199,9.084,8.415,-0.669,1479
NM_007298,BRCA1,6.591,5.264,-1.327,8.52,7.7195,-0.8005,1017
NM_007317,KIF22,8.7885,8.2925,-0.496,8.998,7.9065,-1.0915,1571
NM_007332,TRPA1,4.7945,4.2955,-0.499,4.964,4.6025,-0.3615,311
NM_007366,PLA2R1,5.6945,5.26,-0.4345,6.123,5.76,-0.363,696
NM_012067,AKR7A3,5.535,5.2345,-0.3005,5.679,4.928,-0.751,633
NM_012096,APPL1,7.54,7.3495,-0.1905,10.069,8.817,-1.252,1265
NM_012116,CBLC,4.6135,4.274,-0.3395,4.967,4.4575,-0.5095,234
NM_012134,LMOD1,5.859,5.541,-0.318,6.265,5.8455,-0.4195,762
NM_012152,LPAR3,5.1765,5.0195,-0.157,5.523,5.3055,-0.2175,492
NM_012182,FOXB1,5.8185,5.3125,-0.506,5.946,5.3975,-0.5485,749
NM_012212,PTGR1,4.2835,4.285,0.0015,4.657,3.898,-0.759,151
NM_012239,SIRT3,8.0435,7.132,-0.9115,7.933,6.845,-1.088,1398
NM_012240,SIRT4,6.4465,4.662,-1.7845,6.139,4.7415,-1.3975,971
NM_012245,SNW1,9.842,9.182,-0.66,11.457,9.709,-1.748,1759
NM_012255,XRN2,9.836,9.668,-0.168,11.031,10.303,-0.728,1758
NM_012267,HSPBP1,7.784,7.45,-0.334,8.546,7.5265,-1.0195,1331
NM_012305,AP2A2,8.861,8.153,-0.708,8.673,7.28,-1.393,1591
NM_012309,SHANK2,5.2285,5.105,-0.1235,5.342,5.176,-0.166,515
NM_012311,KIN,8.13,6.5705,-1.5595,9.567,6.201,-3.366,1412
NM_012318,LETM1,9.5335,8.943,-0.5905,9.544,9.02,-0.524,1707
NM_012333,MYCBP,9.557,8.833,-0.724,10.438,9.5635,-0.8745,1711
NM_012342,BAMBI,6.345,6.465,0.12,5.383,4.363,-1.02,945
NM_012375,OR52A1,4.2855,4.312,0.0265,4.196,3.897,-0.299,153
NM_012387,PADI4,7.001,6.608,-0.393,6.448,6.1895,-0.2585,1144
NM_012397,SERPINB13,4.7165,4.349,-0.3675,4.639,4.802,0.163,281
NM_012406,PRDM4,8.805,7.747,-1.058,9.574,6.7305,-2.8435,1578
NM_012411,PTPN22,6.127,5.7095,-0.4175,7.871,6.494,-1.377,854
NM_012461,TINF2,9.2555,7.5915,-1.664,9.332,8.1985,-1.1335,1660
NM_012479,YWHAG,11.974,12.017,0.043,12.537,11.225,-1.312,1962
NM_013234,EIF3K,11.7735,11.5695,-0.204,11.965,11.437,-0.528,1954
NM_013254,TBK1,7.519,7.8155,0.2965,9.462,7.384,-2.078,1259
NM_013274,POLL,6.552,5.8665,-0.6855,6.604,6.1235,-0.4805,1008
NM_013322,SNX10,8.7455,7.9225,-0.823,10.076,9.211,-0.865,1560
NM_013347,RPA4,4.6905,5.0915,0.401,5.346,4.818,-0.528,271
NM_013355,PKN3,6.832,6.292,-0.54,7.298,6.538,-0.76,1101
NM_013374,PDCD6IP,8.5535,8.4865,-0.067,10.475,9.544,-0.931,1515
NM_013376,SERTAD1,7.651,8.8405,1.1895,6.461,5.788,-0.673,1291
NM_013392,NRBP1,7.358,7.277,-0.081,7.203,6.33,-0.873,1222
NM_013396,USP25,5.8085,6.0065,0.198,8.14,7.0965,-1.0435,742
NM_013402,FADS1,9.292,8.272,-1.02,9.441,9.135,-0.306,1665
NM_013406,DHPS,8.9165,8.5945,-0.322,9.53,8.691,-0.839,1602
NM_013427,ARHGAP6,6.014,5.9935,-0.0205,6.385,6.2475,-0.1375,821
NM_013953,PAX8,6.02,5.236,-0.784,5.069,5.2765,0.2075,824
NM_013976,GCDH,7.4645,7.179,-0.2855,8.236,7.587,-0.649,1241
NM_013986,EWSR1,11.5925,11.404,-0.1885,11.493,10.517,-0.976,1948
NM_014011,SOCS5,6.623,6.866,0.243,7.47,6.7315,-0.7385,1032
NM_014026,DCPS,8.638,8.384,-0.254,9.205,8.238,-0.967,1535
NM_014038,BZW2,10.607,10.612,0.005,11.431,10.991,-0.44,1878
NM_014060,MCTS1,11.127,10.829,-0.298,11.754,11.0145,-0.7395,1916
NM_014064,METTL11A,10.006,9.288,-0.718,10.176,8.7685,-1.4075,1781
NM_014146,LAT2,5.999,5.766,-0.233,6.529,6.2665,-0.2625,816
NM_014154,ARMC8,6.2595,7.3155,1.056,8.668,7.083,-1.585,910
NM_014191,SCN8A,4.996,5.015,0.019,5.37,4.917,-0.453,397
NM_014214,IMPA2,8.438,7.2015,-1.2365,8.296,7.605,-0.691,1489
NM_014217,KCNK2,5.164,4.989,-0.175,5.24,5.229,-0.011,486
NM_014218,KIR2DL1,4.6545,4.5885,-0.066,5.095,4.7955,-0.2995,255
NM_014241,PTPLA,9.477,8.8285,-0.6485,9.752,9.093,-0.659,1698
NM_014252,SLC25A15,9.777,9.143,-0.634,10.357,9.5115,-0.8455,1746
NM_014272,ADAMTS7,6.4815,6.18,-0.3015,5.992,6.007,0.015,979
NM_014282,HABP4,7.4525,6.3615,-1.091,7.257,6.3925,-0.8645,1237
NM_014290,TDRD7,7.2225,6.0875,-1.135,8.36,6.5935,-1.7665,1190
NM_014359,OPTC,5.6655,5.298,-0.3675,5.851,5.4395,-0.4115,684
NM_014364,GAPDHS,4.2815,4.2725,-0.009,4.034,3.917,-0.117,150
NM_014369,PTPN18,6.767,6.5725,-0.1945,6.645,5.865,-0.78,1080
NM_014383,ZBTB32,4.885,5.0005,0.1155,5.281,5.179,-0.102,350
NM_014448,ARHGEF16,6.685,6.3615,-0.3235,6.936,6.5615,-0.3745,1057
NM_014480,ZNF544,5.567,5.562,-0.005,5.258,5.4165,0.1585,648
NM_014482,BMP10,5.554,5.349,-0.205,5.646,5.6875,0.0415,644
NM_014503,UTP20,5.8215,5.556,-0.2655,8.889,7.8395,-1.0495,752
NM_014568,GALNT5,5.329,5.0025,-0.3265,5.561,4.8675,-0.6935,562
NM_014595,NT5C,9.3995,8.5075,-0.892,9.748,8.821,-0.927,1678
NM_014599,MAGED2,8.363,8.204,-0.159,8.196,7.4775,-0.7185,1475
NM_014611,MDN1,7.6885,7.268,-0.4205,10.29,8.994,-1.296,1305
NM_014614,PSME4,7.0995,7.915,0.8155,10.015,9.917,-0.098,1169
NM_014615,KIAA0182,9.8285,9.137,-0.6915,10.421,8.434,-1.987,1757
NM_014630,ZNF592,9.4355,9.5375,0.102,9.669,8.68,-0.989,1692
NM_014637,MTFR1,8.8145,8.27,-0.5445,8.894,6.8205,-2.0735,1580
NM_014652,IPO13,6.7675,5.95,-0.8175,6.948,5.985,-0.963,1081
NM_014669,NUP93,11.011,10.6665,-0.3445,11.475,10.6935,-0.7815,1905
NM_014730,MLEC,10.5395,10.4275,-0.112,11.07,10.052,-1.018,1869
NM_014736,KIAA0101,12.674,12.386,-0.288,13.115,12.5145,-0.6005,1979
NM_014756,CKAP5,6.623,6.2045,-0.4185,9.168,7.677,-1.491,1033
NM_014765,TOMM20,10.579,10.7035,0.1245,11.777,11.1375,-0.6395,1874
NM_014784,ARHGEF11,6.035,5.9815,-0.0535,6.682,6.416,-0.266,828
NM_014829,DDX46,8.171,8.0835,-0.0875,11.124,10.7895,-0.3345,1421
NM_014856,DENND4B,8.6535,7.433,-1.2205,8.788,7.303,-1.485,1543
NM_014870,ZBTB40,9.033,8.504,-0.529,9.276,7.755,-1.521,1627
NM_014878,KIAA0020,6.8845,6.8565,-0.028,9.919,8.7295,-1.1895,1120
NM_014881,DCLRE1A,6.4865,5.8485,-0.638,8.734,6.877,-1.857,981
NM_014887,N4BP2L2,7.5125,6.9165,-0.596,8.673,7.219,-1.454,1256
NM_014918,CHSY1,10.772,10.528,-0.244,10.622,8.323,-2.299,1889
NM_014923,FNDC3A,6.541,6.345,-0.196,9.123,7.2945,-1.8285,1002
NM_014940,MON1B,8.172,6.955,-1.217,7.9,7.0715,-0.8285,1422
NM_014949,KIAA0907,10.28,10.039,-0.241,11.163,9.3775,-1.7855,1822
NM_014970,KIFAP3,8.5845,8.1575,-0.427,9.595,8.7215,-0.8735,1529
NM_014975,MAST1,6.645,6.0595,-0.5855,6.635,6.074,-0.561,1045
NM_014982,PCNX,6.0665,6.1535,0.087,8.112,7.0915,-1.0205,835
NM_014985,CEP152,6.3615,6.5425,0.181,8.403,7.2075,-1.1955,951
NM_014992,DAAM1,5.7915,6.5315,0.74,8.207,7.5045,-0.7025,735
NM_015015,KDM4B,7.684,7.794,0.11,7.811,6.5165,-1.2945,1302
NM_015036,ENDOD1,8.195,7.469,-0.726,9.013,7.077,-1.936,1425
NM_015047,KIAA0090,8.4685,8.2535,-0.215,8.584,7.4435,-1.1405,1496
NM_015059,TLN2,6.515,5.9585,-0.5565,6.356,6.2525,-0.1035,994
NM_015134,MPRIP,9.122,8.692,-0.43,9.776,9.2215,-0.5545,1639
NM_015140,TTLL12,8.878,7.434,-1.444,9.563,8.351,-1.212,1593
NM_015157,PHLDB1,6.102,5.8465,-0.2555,6.348,6.1135,-0.2345,843
NM_015162,ACSBG1,5.2455,4.342,-0.9035,4.931,5.1195,0.1885,523
NM_015197,PACS2,6.347,5.9785,-0.3685,6.042,5.4755,-0.5665,948
NM_015238,WWC1,5.3835,4.808,-0.5755,5.566,5.14,-0.426,584
NM_015265,SATB2,8.278,6.7305,-1.5475,8.572,6.599,-1.973,1455
NM_015279,TBC1D30,4.8525,4.633,-0.2195,4.81,4.782,-0.028,337
NM_015320,ARHGEF4,6.286,6.052,-0.234,6.554,6.026,-0.528,922
NM_015328,AHCYL2,8.442,8.524,0.082,8.436,7.6515,-0.7845,1490
NM_015329,MAU2,10.8,8.631,-2.169,10.349,7.7835,-2.5655,1891
NM_015336,ZDHHC17,6.7625,6.837,0.0745,9.01,7.8585,-1.1515,1079
NM_015348,TMEM131,8.906,8.2845,-0.6215,9.752,8.6125,-1.1395,1601
NM_015365,AMMECR1,7.751,7.879,0.128,9.372,8.6745,-0.6975,1325
NM_015450,POT1,6.011,5.441,-0.57,7.75,7.011,-0.739,820
NM_015469,NIPSNAP3A,9.1405,8.9945,-0.146,9.913,9.014,-0.899,1641
NM_015474,SAMHD1,4.2215,4.327,0.1055,4.703,4.755,0.052,134
NM_015497,TMEM87A,8.2165,7.9395,-0.277,9.098,7.915,-1.183,1434
NM_015517,HINFP,8.5545,7.512,-1.0425,8.476,6.2335,-2.2425,1516
NM_015557,CHD5,5.8145,5.6755,-0.139,6.003,5.659,-0.344,747
NM_015569,DNM3,5.0955,4.5815,-0.514,6.258,5.588,-0.67,447
NM_015603,CCDC9,7.8125,7.5725,-0.24,7.97,7.3,-0.67,1339
NM_015656,KIF26A,9.4325,8.8425,-0.59,9.668,8.0415,-1.6265,1689
NM_015659,RSL1D1,8.2845,8.0585,-0.226,11.258,10.2005,-1.0575,1457
NM_015690,STK36,7.442,6.814,-0.628,7.339,6.3095,-1.0295,1235
NM_015695,BRPF3,7.081,6.715,-0.366,6.959,5.2115,-1.7475,1166
NM_015833,ADARB1,8.297,7.8185,-0.4785,7.997,6.5535,-1.4435,1461
NM_015866,PRDM2,8.352,9.185,0.833,9.183,8.032,-1.151,1472
NM_015884,MBTPS2,8.653,6.566,-2.087,9.589,7.578,-2.011,1542
NM_015909,NBAS,8.1545,7.76,-0.3945,9.995,9.273,-0.722,1417
NM_015926,TEX264,8.5115,7.5835,-0.928,8.211,7.0475,-1.1635,1509
NM_015938,NMD3,7.5265,7.865,0.3385,9.088,8.3355,-0.7525,1262
NM_015962,FCF1,8.9605,8.1775,-0.783,10.191,8.9515,-1.2395,1613
NM_015973,GAL,4.707,4.343,-0.364,4.555,4.2405,-0.3145,276
NM_016013,NDUFAF1,9.5005,7.864,-1.6365,10.016,8.734,-1.282,1701
NM_016039,C14orf166,11.7795,11.6085,-0.171,12.62,12.0285,-0.5915,1956
NM_016072,GOLT1B,8.9405,8.994,0.0535,10.129,8.997,-1.132,1610
NM_016079,CHMP3,8.6605,8.068,-0.5925,8.796,8.4665,-0.3295,1545
NM_016082,CDK5RAP1,8.275,7.6715,-0.6035,8.561,7.046,-1.515,1454
NM_016125,RNFT1,8.2035,6.941,-1.2625,8.02,6.589,-1.431,1429
NM_016150,ASB2,5.361,4.759,-0.602,5.042,4.92,-0.122,574
NM_016151,TAOK2,6.2685,5.9165,-0.352,6.161,5.3515,-0.8095,913
NM_016166,PIAS1,6.65,6.6855,0.0355,8.738,7.196,-1.542,1047
NM_016179,TRPC4,3.9415,3.748,-0.1935,4.027,3.6075,-0.4195,75
NM_016200,NAA38,10.2225,9.175,-1.0475,10.862,8.0635,-2.7985,1813
NM_016204,GDF2,4.7245,4.651,-0.0735,5.032,4.6525,-0.3795,283
NM_016218,POLK,5.566,5.715,0.149,8.673,7.222,-1.451,647
NM_016256,NAGPA,8.0055,7.4065,-0.599,7.883,6.874,-1.009,1388
NM_016262,TUBE1,9.032,8.1675,-0.8645,9.908,7.8855,-2.0225,1626
NM_016290,UIMC1,8.8535,8.064,-0.7895,9.943,7.831,-2.112,1589
NM_016297,PCYOX1,8.4785,7.799,-0.6795,9.113,7.698,-1.415,1497
NM_016355,DDX47,9.9115,9.8215,-0.09,11.211,9.7305,-1.4805,1771
NM_016390,C9orf114,6.4965,6.0045,-0.492,5.882,5.865,-0.017,986
NM_016519,AMBN,4.877,4.8935,0.0165,4.947,4.7385,-0.2085,346
NM_016532,INPP5K,6.9525,6.654,-0.2985,7.299,6.786,-0.513,1133
NM_016535,ZNF581,8.771,8.1875,-0.5835,8.838,6.4725,-2.3655,1565
NM_016559,PEX5L,5.7195,5.4635,-0.256,6.387,5.801,-0.586,707
NM_016562,TLR7,4.6405,4.7785,0.138,4.948,4.434,-0.514,249
NM_016565,CHCHD8,10.3335,8.618,-1.7155,10.907,9.094,-1.813,1831
NM_016569,TBX3,5.293,5.4195,0.1265,5.857,5.1365,-0.7205,544
NM_016571,LGSN,4.066,4.1585,0.0925,4.021,3.9325,-0.0885,101
NM_016618,KRCC1,7.125,4.7565,-2.3685,8.001,4.735,-3.266,1174
NM_016647,C8orf55,7.9645,6.7575,-1.207,7.647,6.21,-1.437,1380
NM_016951,CKLF,11.2615,10.8075,-0.454,11.493,10.8785,-0.6145,1929
NM_016952,CDON,6.265,4.9735,-1.2915,6.688,5.467,-1.221,911
NM_016954,TBX22,3.202,2.8835,-0.3185,3.286,2.9955,-0.2905,8
NM_017413,APLN,5.2515,4.913,-0.3385,5.336,4.982,-0.354,528
NM_017447,C21orf91,7.0585,5.8045,-1.254,6.817,4.946,-1.871,1157
NM_017528,WBSCR22,10.4505,10.403,-0.0475,10.765,10.3445,-0.4205,1863
NM_017626,DNAJB12,9.185,7.968,-1.217,9.155,7.47,-1.685,1650
NM_017637,BNC2,4.771,4.7615,-0.0095,5.088,5.0795,-0.0085,299
NM_017668,NDE1,8.1275,7.024,-1.1035,8.39,6.9065,-1.4835,1411
NM_017700,ARHGEF38,3.9185,3.529,-0.3895,3.835,4.071,0.236,73
NM_017721,CC2D1A,6.816,6.397,-0.419,7.05,5.888,-1.162,1095
NM_017743,DPP8,8.667,7.645,-1.022,10.815,10.0485,-0.7665,1547
NM_017755,NSUN2,11.58,11.0655,-0.5145,11.999,11.0755,-0.9235,1944
NM_017768,LRRC40,7.964,8.407,0.443,10.483,10.0545,-0.4285,1378
NM_017774,CDKAL1,5.7185,6.8605,1.142,5.972,5.204,-0.768,705
NM_017789,SEMA4C,7.11,6.554,-0.556,6.51,5.836,-0.674,1170
NM_017819,RG9MTD1,8.5925,7.562,-1.0305,10.076,7.5765,-2.4995,1532
NM_017851,PARP16,8.8785,8.394,-0.4845,8.697,7.1615,-1.5355,1594
NM_017865,ZNF692,7.8005,6.8795,-0.921,8.038,6.8305,-1.2075,1338
NM_017881,C9orf95,7.0495,6.0005,-1.049,7.029,6.415,-0.614,1156
NM_017888,ACSM5,5.8855,5.501,-0.3845,5.832,5.3675,-0.4645,774
NM_017896,C20orf11,10.0065,9.711,-0.2955,9.943,8.303,-1.64,1782
NM_017918,CCDC109B,10.3735,10.2665,-0.107,11.044,10.388,-0.656,1835
NM_017952,PTCD3,7.3665,6.487,-0.8795,9.456,8.0665,-1.3895,1223
NM_017975,ZWILCH,8.0115,7.0085,-1.003,10.457,9.3735,-1.0835,1391
NM_018022,TMEM51,4.803,4.7005,-0.1025,4.732,4.643,-0.089,316
NM_018024,WDYHV1,9.7725,9.592,-0.1805,9.83,8.4345,-1.3955,1745
NM_018043,ANO1,5.4465,5.3145,-0.132,5.678,5.543,-0.135,610
NM_018047,RBM22,10.9225,10.639,-0.2835,11.334,9.5965,-1.7375,1897
NM_018075,ANO10,6.686,6.361,-0.325,6.955,6.4885,-0.4665,1058
NM_018146,RNMTL1,9.045,7.7395,-1.3055,9.444,6.4435,-3.0005,1628
NM_018165,PBRM1,8.561,7.5095,-1.0515,11.075,10.0515,-1.0235,1519
NM_018166,FAM176B,6.1345,5.6965,-0.438,6.098,5.399,-0.699,861
NM_018183,SBNO1,6.844,7.1835,0.3395,10.73,9.9115,-0.8185,1103
NM_018190,BBS7,5.9635,4.9105,-1.053,7.603,6.652,-0.951,798
NM_018204,CKAP2,6.5095,6.6415,0.132,9.336,7.7075,-1.6285,990
NM_018208,ETNK2,6.4495,6.3715,-0.078,5.666,5.7525,0.0865,972
NM_018211,RAVER2,5.695,5.044,-0.651,7.539,6.231,-1.308,699
NM_018227,UBA6,6.972,6.8785,-0.0935,9.762,8.6115,-1.1505,1136
NM_018244,UQCC,7.5495,6.6015,-0.948,7.66,6.413,-1.247,1266
NM_018247,TMEM30A,9.2245,9.349,0.1245,10.204,9.5525,-0.6515,1654
NM_018252,TMEM206,10.4415,10.0555,-0.386,10.216,8.375,-1.841,1858
NM_018264,TYW1,7.987,7.893,-0.094,9.189,7.7675,-1.4215,1384
NM_018283,NUDT15,10.6855,10.7465,0.061,10.913,10.1985,-0.7145,1883
NM_018326,GIMAP4,8.8175,6.73,-2.0875,7.96,5.767,-2.193,1581
NM_018403,DCP1A,8.628,8.138,-0.49,9.737,8.4595,-1.2775,1534
NM_018489,ASH1L,7.445,8.041,0.596,9.882,8.8325,-1.0495,1236
NM_018509,LRRC59,11.241,10.8715,-0.3695,11.602,10.94,-0.662,1926
NM_018561,USP49,5.142,5.502,0.36,6.133,5.615,-0.518,476
NM_018654,GPRC5D,5.0835,4.962,-0.1215,5.136,5.0225,-0.1135,439
NM_018668,VPS33B,7.9405,7.6505,-0.29,8.068,6.4175,-1.6505,1370
NM_018669,WDR4,6.465,6.256,-0.209,6.963,6.2465,-0.7165,975
